_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
603b991b0a720fde100002d2,,,1.61452E+12,1.61452E+12,,1.61452E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603bf0fe0a7217c72c00034f,,,1.61454E+12,1.61454E+12,,1.61454E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603b7bcf0a7217c72c0002ec,,,1.61451E+12,1.61451E+12,,1.61451E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603af1800a7217c72c00027b,25,COMPLETE_NONPARTNER_RECEIPT,1.61448E+12,1.61448E+12,,1.61448E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603c25b30a720fde1000035b,25,COMPLETE_NONPARTNER_RECEIPT,1.61455E+12,1.61455E+12,,1.61455E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603b18350a7217c72c00029e,,,1.61449E+12,1.61449E+12,,1.61449E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603b7e260a720fde100002b8,,,1.61451E+12,1.61451E+12,,1.61451E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603af05c0a7217c72c00027a,,,1.61448E+12,1.61448E+12,,1.61448E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603b2c1a0a7217c72c0002a9,25,COMPLETE_NONPARTNER_RECEIPT,1.61449E+12,1.61449E+12,,1.61449E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603bd1570a7217c72c000337,25,COMPLETE_NONPARTNER_RECEIPT,1.61453E+12,1.61453E+12,,1.61453E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603bcdd00a7217c72c000335,25,COMPLETE_NONPARTNER_RECEIPT,1.61453E+12,1.61453E+12,,1.61453E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603b0b4a0a720fde1000024e,25,COMPLETE_NONPARTNER_RECEIPT,1.61448E+12,1.61448E+12,,1.61448E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603af7660a7217c72c000280,,,1.61448E+12,1.61448E+12,,1.61448E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603b1a8c0a720fde1000025d,,,1.61449E+12,1.61449E+12,,1.61449E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603bdbe10a7217c72c00033e,25,COMPLETE_NONPARTNER_RECEIPT,1.61454E+12,1.61454E+12,,1.61454E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603b77170a7217c72c0002e6,25,COMPLETE_NONPARTNER_RECEIPT,1.61451E+12,1.61451E+12,,1.61451E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603b4f3f0a7217c72c0002c9,25,COMPLETE_NONPARTNER_RECEIPT,1.6145E+12,1.6145E+12,,1.6145E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603c0ac20a7217c72c00035c,25,COMPLETE_NONPARTNER_RECEIPT,1.61455E+12,1.61455E+12,,1.61455E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603b37d80a7217c72c0002b3,,,1.61449E+12,1.61449E+12,,1.61449E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603bf4830a720fde10000320,,,1.61454E+12,1.61454E+12,,1.61454E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603afc0e0a720fde10000243,25,COMPLETE_NONPARTNER_RECEIPT,1.61448E+12,1.61448E+12,,1.61448E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603b26430a720fde1000026c,,,1.61449E+12,1.61449E+12,,1.61449E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603adfeb0a7217c72c000265,25,COMPLETE_NONPARTNER_RECEIPT,1.61447E+12,1.61447E+12,,1.61447E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603add9a0a7217c72c000263,,,1.61447E+12,1.61447E+12,,1.61447E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603babdb0a720fde100002e1,,,1.61452E+12,1.61452E+12,,1.61452E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603b45e90a7217c72c0002c2,,,1.6145E+12,1.6145E+12,,1.6145E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603bf8070a7217c72c000354,,,1.61454E+12,1.61454E+12,,1.61454E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603af1870a720fde1000023c,,,1.61448E+12,1.61448E+12,,1.61448E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603aeba50a7217c72c000272,25,COMPLETE_NONPARTNER_RECEIPT,1.61447E+12,1.61447E+12,,1.61447E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603cbbb50a720fde100003e3,25,COMPLETE_NONPARTNER_RECEIPT,1.61459E+12,1.61459E+12,,1.61459E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603cadab0a720fde100003d6,,,1.61459E+12,1.61459E+12,,1.61459E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603c8cdf0a7217c72c0003bb,,,1.61458E+12,1.61458E+12,,1.61458E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603d30e60a7217c72c00043f,25,COMPLETE_NONPARTNER_RECEIPT,1.61462E+12,1.61462E+12,,1.61462E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603c65060a720fde10000395,,,1.61457E+12,1.61457E+12,,1.61457E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603d5d6c0a7217c72c000463,25,COMPLETE_NONPARTNER_RECEIPT,1.61463E+12,1.61463E+12,,1.61463E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603d760e0a720fde1000048e,,,1.61464E+12,1.61464E+12,,1.61464E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603d59e70a7217c72c00045f,25,COMPLETE_NONPARTNER_RECEIPT,1.61463E+12,1.61463E+12,,1.61463E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603c5ba30a720fde1000038d,,,1.61457E+12,1.61457E+12,,1.61457E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603c51160a7217c72c00038b,,,1.61457E+12,1.61457E+12,,1.61457E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603d40250a720fde10000459,25,COMPLETE_NONPARTNER_RECEIPT,1.61463E+12,1.61463E+12,,1.61463E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603c88240a7217c72c0003b8,25,COMPLETE_NONPARTNER_RECEIPT,1.61458E+12,1.61458E+12,,1.61458E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603cba880a7217c72c0003e0,25,COMPLETE_NONPARTNER_RECEIPT,1.61459E+12,1.61459E+12,,1.61459E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603cd4570a7217c72c0003f5,,,1.6146E+12,1.6146E+12,,1.6146E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603cd57d0a7217c72c0003f6,25,COMPLETE_NONPARTNER_RECEIPT,1.6146E+12,1.6146E+12,,1.6146E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603cf2ce0a7217c72c000413,,,1.61461E+12,1.61461E+12,,1.61461E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603cac7d0a7217c72c0003d7,,,1.61459E+12,1.61459E+12,,1.61459E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603c7c6c0a7217c72c0003b3,25,COMPLETE_NONPARTNER_RECEIPT,1.61458E+12,1.61458E+12,,1.61458E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603d28b60a720fde10000445,,,1.61462E+12,1.61462E+12,,1.61462E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603ca44a0a720fde100003d0,,,1.61459E+12,1.61459E+12,,1.61459E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603c4a0e0a720fde10000380,,,1.61456E+12,1.61456E+12,,1.61456E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603c6adf0a720fde1000039a,,,1.61457E+12,1.61457E+12,,1.61457E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603c9e6e0a720fde100003c7,,,1.61459E+12,1.61459E+12,,1.61459E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603c3d240a720fde10000373,25,COMPLETE_NONPARTNER_RECEIPT,1.61456E+12,1.61456E+12,,1.61456E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603cc2bc0a720fde100003e9,25,COMPLETE_NONPARTNER_RECEIPT,1.61459E+12,1.61459E+12,,1.61459E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603cc0630a720fde100003e6,25,COMPLETE_NONPARTNER_RECEIPT,1.61459E+12,1.61459E+12,,1.61459E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603d0b710a720fde1000042a,,,1.61461E+12,1.61461E+12,,1.61461E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603cf5290a720fde10000413,,,1.61461E+12,1.61461E+12,,1.61461E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
603ce7100a7217c72c000405,25,COMPLETE_NONPARTNER_RECEIPT,1.6146E+12,1.6146E+12,,1.6146E+12,,25,1.59762E+12,2,REJECTED,34.96,5fc961c3b8cfca11a077dd33
603c4fea0a7217c72c000389,,,1.61457E+12,1.61457E+12,,1.61457E+12,,,,,SUBMITTED,,5fc961c3b8cfca11a077dd33
